product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,hoeyy,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Olive', 'Skin Type Combination']",5 stars,29 Apr 2020,no,Color: 02 peach blossom,https://www.sephora.com/productimages/sku/s2055879+sw.jpg,Love it!,I wear this everyday. It’s super light feeling and really pigmented. I also like that it’s matte so nobody can tell that I’m even wearing any makeup! It lasts me throughout the day without setting spray.,2,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,JackelineB,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,28 Apr 2020,no,Color: 03 english rose,https://www.sephora.com/productimages/sku/s2055887+sw.jpg,LOVE THIS,I really love this blush. I was never a person who reached for blush but a Sephora employee recommended this blush when I told her I wanted to start using blush. It was very subtle so I bought it. Its been about 5 months and I absolutely love this blush. It is very subtle but can definitely be built up if needed. Its an awesome matte blush and looks great with my skin tone!,3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,AprilChantal,Insider,Rookie,"['Eye Color Brown', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Normal']",4 stars,24 Apr 2020,yes,Color: 02 peach blossom,https://www.sephora.com/productimages/sku/s2055879+sw.jpg,,This is a subtle yet so pretty coloured blush that I can wear every day. And super affordable!,2,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Motelkilos,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Deep', 'Skin Type Oily']",5 stars,20 Apr 2020,no,Color: 01 sweet pea,https://www.sephora.com/productimages/sku/s2055861+sw.jpg,I love orange blush,"Being a dark skin girl, with yellowish undertones I gravitate towards reddish or warm makeup. I find pink and red blush to be overwhelming on me but this blush definitely works for me and matches my skin tone. It goes well with my fenty foundation and laura mercier powder. I have oily skin so it tends to come off throughout the day but if I use setting spray it stays on longer. I like the fact that theres two colors, i take a swipe at both instead of using each side individually. This will be my go to blush for now on.
…read more",8,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Husanish,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,14 Apr 2020,no,Color: 03 english rose,https://www.sephora.com/productimages/sku/s2055887+sw.jpg,stays put and looks beautiful,"this is one of the best blushes I ever tried. everything from packaging to colour to staying power Is amazing. and for that price, it really is worth trying!",2,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,catou044,Rouge,Rookie,"['Age 25-34', 'Eye Color Hazel', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Oily']",5 stars,8 Apr 2020,no,Color: 04 snapdragon,https://www.sephora.com/productimages/sku/s2055895+sw.jpg,Fait la job!,Couleur intense et on a besoin de peu de produit. Le mélange des deuz teintes rend un couleur parfaite.,3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,ScrungusChungus,Insider,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Normal']",5 stars,2 Apr 2020,no,Color: 04 snapdragon,https://www.sephora.com/productimages/sku/s2055895+sw.jpg,this is pretty great,"I love this blush, I go for really bold full colors and love deep pinks, so this is perfect. Plus the lighter peach shade is great for blending.",1,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Ashleym26,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",5 stars,25 Mar 2020,yes,Color: 01 sweet pea,https://www.sephora.com/productimages/sku/s2055861+sw.jpg,GREAT BLUSH,It is pretty good I got it as a gift. It last almost the entire day (Had to reapply a couple of times) but other than that it is really cute,0,1,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Hayzar,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",4 stars,18 Mar 2020,no,Color: 05 poppy,https://www.sephora.com/productimages/sku/s2055903+sw.jpg,Cheeky,"Good blush for the price. Goes on smooth, subtle and buildable color. Not super long lasting, but a good product. Would buy again.",0,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Kelsheintz,Rouge,Rookie,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Combination']",5 stars,15 Mar 2020,no,Color: 02 peach blossom,https://www.sephora.com/productimages/sku/s2055879+sw.jpg,The perfect peach,Very pigmented and have to use a light touch! But I love love the tone and colour it gives me!,0,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Esme90,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",4 stars,11 Mar 2020,no,Color: 02 peach blossom,https://www.sephora.com/productimages/sku/s2055879+sw.jpg,,Great color with a nice peachy orange undertone. It’s quite a bit chalky. I would still make this product work just simply due to the color and price point.,1,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,aat2,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",4 stars,14 Feb 2020,no,Color: 01 sweet pea,https://www.sephora.com/productimages/sku/s2055861+sw.jpg,,"Good price point, goes on smooth but VERY pigmented to the point where I find it hard to control the amount applied. I would not purchase again.",2,0,
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,BruhMoment420,VIB,Rookie,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Normal']",1 star,11 Feb 2020,no,Color: 01 sweet pea,https://www.sephora.com/productimages/sku/s2055861+sw.jpg,chalk city,"I’ve tried to use this blush, and I like the colour but I can’t get over how chalky it is. When I go to blend it out, it literally disappears. It vanishes unless I put it in with my finger (which I hate). I also have a Rimmel blush that was cheaper than this, and the quality is better! This is overpriced and not worth the money imo",2,1,
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Taradiva,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Deep', 'Skin Type Combination']",4 stars,11 Feb 2020,no,Color: 01 sweet pea,https://www.sephora.com/productimages/sku/s2055861+sw.jpg,Beautiful Blush color,The color of this blush was gorgeous but it doesn’t stay on very well!,1,0,
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Lovelyjessij,Rouge,Rookie,"['Age 35-44', 'Eye Color Green', 'Hair color Red', 'Skin Tone Light', 'Skin Type Normal']",5 stars,20 Jan 2020,no,Color: 03 english rose,https://www.sephora.com/productimages/sku/s2055887+sw.jpg,Great blush.,I really love this blush. I love that it is matte and has both a lighter and darker shade. It also is a generous amount and will last forever. It is definitely my favorite blush now!!,3,0,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,Jacimartinson,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Oily']",2 stars,18 Jan 2020,yes,Color: 02 peach blossom,https://www.sephora.com/productimages/sku/s2055879+sw.jpg,Not the best,Color isn’t good and goes on blotchy. It’s not smooth. Used so many nice different brushes with it and just look awful on.,0,0,
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,ThaliaG7,VIB,Rookie,"['Eye Color Brown', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Combination']",2 stars,18 Jan 2020,no,Color: 02 peach blossom,https://www.sephora.com/productimages/sku/s2055879+sw.jpg,"Good, just not for me","I have a medium warmer skin tone, and when I put it on it looked almost red. The formula was fine, the colour just didn’t go with my skin.",4,0,
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,zauua,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Dark', 'Skin Type Normal']",5 stars,1 Jan 2020,no,Color: 06 tiger lily,https://www.sephora.com/productimages/sku/s2055911+sw.jpg,,"Really pretty color and good buildable pigmentation, feels good too!",3,1,Recommends this product
blush,SEPHORA COLLECTION,SEPHORA COLLECTION Matte Perfection Blush Duos,mrbeans,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Dry']",5 stars,1 Jan 2020,no,Color: 01 sweet pea,https://www.sephora.com/productimages/sku/s2055861+sw.jpg,Great!,"Love this blush! It's much more pigmented than you would expect, a little goes a long way. Vibrant, easy to blend out, and lasts long. Would reccomend :)",0,1,Recommends this product
