product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,ashtin,VIB,Rookie,"['Eye Color Green', 'Hair color Blonde', 'Skin Tone Porcelain', 'Skin Type Dry']",5 stars,7 d ago,yes,Color: Honeysuckle,https://www.sephora.com/productimages/sku/s2307890+sw.jpg,perfect!,"This blush in Honeysuckle is seriously underrated! Adds the perfect subtle flush for a fresh face look. Somehow gives a glowing effect even though it’s completely matte. It’s definitely buildable. Will always keep one of these in my makeup drawer, it’s so pretty!",0,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,mmarrianne,VIB,Rookie,"['Eye Color Brown', 'Hair color Auburn', 'Skin Tone Porcelain', 'Skin Type Combination']",5 stars,9 d ago,yes,Color: Foxglove,https://www.sephora.com/productimages/sku/s2307940+sw.jpg,,"I've always had a hard time finding blush because I am really pale/pink, and during summer my skin gets red easily. But I just love love love this one. As mentioned in other comments, it is really pigmented! Be careful, if you don't blend it properly it leaves kind of a spot (?). Otherwise, highly recommend.",0,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,GG84,Rouge,Boss,"['Eye Color Hazel', 'Hair color Auburn', 'Skin Tone Fair', 'Skin Type Dry']",5 stars,12 d ago,yes,Color: Rosebud,https://www.sephora.com/productimages/sku/s2307916+sw.jpg,Beautiful Flush,I love this shade of blush. It gives me the perfect flush on my fair skin. I’d recommend going in with a light hand as a little goes a long way. Blends easily.,0,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,Jasonsprincess,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Combination']",3 stars,15 d ago,no,Color: Rosebud,https://www.sephora.com/productimages/sku/s2307916+sw.jpg,,"I love Kat Von D products, in particular for the gorgeous goth like packaging. This blush does not disappoint in presentation- the package is adorable. The blush formulation itself is a blendable texture and a flattering shade. My only issue is it lacks staying power but I am comparing it to Tom Ford and Natasha Denona, my daily drivers. I normally do not need to reapply blush but with Kat Von D I did see a noticeable fading through the day.
…read more",0,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,brittanyleblanc,,,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Combination']",4 stars,17 d ago,no,Color: Honeysuckle,https://www.sephora.com/productimages/sku/s2307890+sw.jpg,Honeysuckle is my new fav blush,"Love this blush. Super pigmented, not too much kick-up in the pan. “Honeysuckle” is a beautiful muted pink-coral on my light-neutral skin tone. Apply in the morning and it lasts all day. Also the packaging is lovely although it doesn’t come with a mirror if that is important to you (doesn’t bother me with a blush). I gave 4/5 stars instead of 5/5 because of the price; I find $35 Canadian a bit high.",0,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,amandarichard,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Normal']",5 stars,18 d ago,no,Color: Foxglove,https://www.sephora.com/productimages/sku/s2307940+sw.jpg,,I haven’t worn blush in years but fell in love with this one right away. Foxglove blended in with my skin super easily and you could build it up if you wanted to. It also stayed on all day,2,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,Sydneexo,Insider,Rookie,"['Eye Color Blue', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,18 d ago,no,Color: Foxglove,https://www.sephora.com/productimages/sku/s2307940+sw.jpg,Adore This!,"The packaging has a very pretty petal design, in a matte black. It's lightweight so it feels a bit cheap but to be honest it doesn't bother me at all. It says to ""kiss"" the blush with your brush because it's pigmented - IT IS NOT LYING. You can quite easily go overboard. Now if that's your vibe, rock it. The foxglove shade is defined as a dusty rose which is one of my absolute favourite blush colours. It's a natural flush of colour which suits many skin tones (I'm fair/light with freckles). It will last you a very long time because of the strong pigmentation. Beware there is a lot of kickback in the pan. I will be rocking this a lot!
…read more",2,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,AngieN2799,Insider,Rookie,"['Eye Color Brown', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,18 d ago,no,Color: Foxglove,https://www.sephora.com/productimages/sku/s2307940+sw.jpg,Super pigmented!! I recommend,"Super pigmented! A little goes a long way, I really like the formula and texture and the color is just so pretty.",3,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,ashlleykayy,VIB,Rookie,"['Eye Color Green', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Combination']",5 stars,19 d ago,no,Color: Foxglove,https://www.sephora.com/productimages/sku/s2307940+sw.jpg,Pigmented!,"Absolutely love this KVD blush in the shade Foxglove it’s SUPER pigmented and you barely need to tap your brush into the product. It’s long lasting, blendable and contains no shimmer. It can be subtle enough for everyday or add more for a more dramatic nighttime look.",0,0,Recommends this product
blush,KVD VEGAN BEAUTY,KVD Vegan Beauty Everlasting Blush,krissytina16,Insider,Rookie,"['Age 18-24', 'Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,19 d ago,no,Color: Foxglove,https://www.sephora.com/productimages/sku/s2307940+sw.jpg,New favorite blush,"I received this product free for review purposes in the colour Foxglove and all i have to say is WOW! I found my new favorite blush, the colour is perfect! It's a peachy pink colour that looks stunning on the skin. Its matte but the formula is creamy so it glides on so well. I use a synthetic brush to apply it and the colour pay out it amazing, no need to dip twice. I have only great things to say about this blush! And the packaging is so creative and beautiful.
…read more",0,0,Recommends this product
