product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,littlejennxo,VIB,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Oily']",4 stars,22 d ago,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,,Received this blush as a birthday gift. Pretty blush. Doesn't last all day though in my opinion.,0,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,HaveAM,Rouge,Rookie,"['Age 18-24', 'Eye Color Blue', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Dry']",5 stars,28 Apr 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,the only blush you need,"I've literally had this blush for like 4 years and I have yet to hit pan. it's my absolute favorite blush, the color pay off is amazing, and I continuously reach for it!",1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,DrewGreenan,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Oily']",5 stars,27 Apr 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,The best blush ive ever used,"could not recommend this product more. beautiful shimmer but not too sparkly, perfect for the summer time.",0,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,Kendy1pelcastre,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Medium', 'Skin Type Normal']",5 stars,15 Apr 2020,yes,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,my favorite of the moment,I loved. It is perfect for tanned skin and has a very nice orange finish.,1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,kalibird,Insider,Rookie,"['Eye Color Brown', 'Hair color Blonde', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,15 Apr 2020,yes,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,Radiant Look,Love the natural look of this blush. You can apply it lightly or more for a deeper effect.,0,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,Tvisha,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Dry']",5 stars,15 Apr 2020,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,Perfect for daily look!,"It is a very pretty blush. I have a medium to tan skin color, goes perfectly with my skin tone to give me a flushed look and not too pink.",0,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,HajarK,Rouge,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Normal']",5 stars,12 Apr 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,love it.,"If you’re wanting that beautiful peace and bronze finish then save your self time and money by getting this product because it’s a 3 in 1. Blush, bronzer and highlighter. You can always add more highlighter if you like that glow, but for an everyday simple look this is perfect.",0,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,Chiarafabrizi3,Insider,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Normal']",5 stars,26 Mar 2020,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,Love this blush!,I love this blush so much. It has a shine to it which I love! It is very much worth the buy!!,1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,ekengler,Insider,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Oily']",5 stars,21 Mar 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,,"Quick and easy to use, I love the shimmery finish and level of pigmentation",1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,victoria73,VIB,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Combination']",5 stars,15 Mar 2020,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,Love,I love that peach color ! I haven’t found another product like this one ... Just right!,3,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,topaz20,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Medium', 'Skin Type Normal']",5 stars,15 Mar 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,Love it,"Love it use this for year , my cousin recommended and I got it since is my favorite",1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,ChocoKuqqi,VIB,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Dry']",4 stars,11 Feb 2020,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,"Cute, Natural, Glow",Love how natural/dewy it looks giving you that healthy glow. Packaging is also cute. Had it on for 9 hours so far and it’s still perfectly in place with no setting spray.,4,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,MissKitty1990,Insider,Rookie,"['Age 25-34', 'Eye Color Green', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Dry']",5 stars,10 Feb 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,absolutely must have!,"bought this God knows how long ago and I haven't finished it! lasts forever, great for blush, highlights and contouring. very sheer and soft with a glimmer to it. great for beginners for those who don't like much makeup!",7,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,harperxlee,VIB,Rookie,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,10 Feb 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,best blush ever,I've been using this blush for YEARS and it is still my holy grail!!!! you can pick up one color or swirl your brush to mix them so its customizable too,2,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,sarahcturner,VIB,Rookie,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Porcelain', 'Skin Type Combination']",5 stars,7 Jan 2020,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,FAVE blush,"I’ve been using this blush combo for almost 4 years now. It gives you the most natural and healthy glow, and it does a great job at blending in any imperfections in the skin so that they don’t stand out as much!",0,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,Cynthya20,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,10 Dec 2019,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,Love !,"I use to be against this blush, I thought it would have a muddy finish. A Sephora employee tried it on me and proved me so wrong, I love this blush not muddy at all and can be very subtle with a glow or heavy. Although I do not recommend if you’re extremely oily.",1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,Bambula29,VIB,Rookie,"['Age 35-44', 'Eye Color Brown', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Combination']",2 stars,10 Dec 2019,no,Color: Peach Beach,https://www.sephora.com/productimages/sku/s1578046+sw.jpg,Eh,I really wanted to love this blush because the packaging is so cute and the colors looked beautiful. This blush also recieved good reviews. I tried this blush for a month and it iust wasn't working for me. I felt that it barely had any pigment and the colors swirled together just didn't do anything for my skin tone. I have pink undertones.,0,1,
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,AlyseFutch,Rouge,Rookie,"['Eye Color Green', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Combination']",5 stars,1 Nov 2019,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,My Favorite Blush!,The only blush I ever use any more. I've re-purchased it so many times!,1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,Twirlebrity,Insider,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Combination']",5 stars,22 Oct 2019,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,,Perfect if you’re into orange toned blushes. You get quite a lot of product.,1,0,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,ExtraCelestial,Rouge,Rookie,"['Eye Color Hazel', 'Hair color Brunette', 'Skin Tone Light', 'Skin Type Dry']",5 stars,13 Sep 2019,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,,I’ve been stalking this blush for ages and finally took the plunge during the most recent Sephora sale. I’m so happy I did. It’s a great intro to highlighter or perfect do someone that wants just a teeny bit of shimmer. I also use it as an eye shadow. I do wish it was in plastic or a metal tin rather than cardboard,8,1,Recommends this product
blush,TOO FACED,Too Faced Sweethearts Perfect Flush Blush,msslimgoody,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Olive', 'Skin Type Combination']",5 stars,12 Sep 2019,no,Color: Sparkling Bellini,https://www.sephora.com/productimages/sku/s1806579+sw.jpg,Perfect blush,It’s the perfect color to wear daily with a subtle hint of shimmer!! I love it!,0,0,Recommends this product
