product_category,brand,product_name,user_id,BIP_level,BIC_level,user_specs,rating,review_date,verified,review_color,review_color_img,review_title,review_content,no_helpful,no_not_helpful,recommendation
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,slstar,VIB,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Light', 'Skin Type Combination']",5 stars,4 d ago,yes,Color: Champagne Heist,https://www.sephora.com/productimages/sku/s2268605+sw.jpg,A Perfect color for my skin!,I LOVE IT!! It is what I was looking for! I am using this to add some shimmering highlighter after my makeup and I love it!!,0,0,Recommends this product
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,JaIrish,VIB,Rookie,"['Eye Color Green', 'Hair color Red', 'Skin Tone Porcelain', 'Skin Type Dry']",4 stars,10 d ago,no,Color: Yacht Lyfe,https://www.sephora.com/productimages/sku/s1925775+sw.jpg,,"I love this blush for going out. It’s such a pretty pink with gold undertones. A little goes a long way, I’ve definitely over applied a couple of times - but the color is too pretty to be upset. It did take me awhile to figure out the best way to apply and blend, and it’s too shimmery for everyday wear for me.",0,0,Recommends this product
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,hollymv17,VIB,Rookie,"['Eye Color Green', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Dry']",5 stars,11 d ago,yes,Color: Yacht Lyfe,https://www.sephora.com/productimages/sku/s1925775+sw.jpg,loveeee,Love this as a blush! Super pretty and fresh looking! Love for the summer for a nice glow!,0,1,Recommends this product
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,sammyjennin5,VIB,Rookie,"['Eye Color Blue', 'Hair color Blonde', 'Skin Tone Fair', 'Skin Type Dry']",2 stars,14 d ago,no,Color: Yacht Lyfe,https://www.sephora.com/productimages/sku/s1925775+sw.jpg,,This is kinda meh. It’s hard to blend in the product and the colour/shimmer does not look great on the skin. I love fenty but this is definitely one of my least favourite products from the range,0,0,
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,NerfBort,Insider,Rookie,"['Eye Color Brown', 'Hair color Black', 'Skin Tone Olive', 'Skin Type Combination']",1 star,15 d ago,no,Color: Cognac,https://www.sephora.com/productimages/sku/s2268639+sw.jpg,"Very dry, essentially unblendable","I purchased this as a replacement for a Nars multiple due to my workbag being stolen, including all my daily makeup. The color is lovely but the consistency is SO DRY. Like other reviewers mentioned it's truly impossible to blend and every time I use it I feel like i'm treating my skin harshly with all the pulling. i've started rubbing the stick on the back of my hand and mixing it with a bit of lotion to soften. Once stores open again I'm going to try and return. Very disappointed since the color and pigment is truly lovely.
…read more",0,0,
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,Kaitlyn931,Rouge,Rookie,"['Age 25-34', 'Eye Color Green', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Oily']",3 stars,15 d ago,no,Color: Ridiiic,https://www.sephora.com/productimages/sku/s1925825+sw.jpg,HARD and difficult to apply,"Beautiful color, nicely pigmented. However, it is a very hard ""cream"" so applying is difficult over foundation... I end up rubbing my base off while applying. I've tried applying with a dense brush or rubbing a beauty blender on it, but it then it doesn't show up well (or at all). If it were easier to apply I would love it, but as is, not a huge fan and rarely use it.",0,0,Recommends this product
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,AmieF07,VIB,Rookie,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Combination']",5 stars,16 d ago,no,Color: Starstruck,https://www.sephora.com/productimages/sku/s1925759+sw.jpg,Favorite Highlighter,"My favorite highlighter! I’ve had this for 2 years and it’s no longer creamy, as it has dried out a bunch, but it still works well for my needs. A quick swipe on my cheekbones, brow arches, Cupid’s bow, and down my nose and I’m done. I blur with a finger and it’s the perfect amount of shimmer. I expect this will last many years; one suggestion is that they make this in a smaller size so it won’t dry out so fast.",0,0,Recommends this product
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,ErikaAllison,Rouge,Rookie,"['Eye Color Brown', 'Hair color Brunette', 'Skin Tone Tan', 'Skin Type Combination']",4 stars,16 d ago,no,Color: Sinamon,https://www.sephora.com/productimages/sku/s1925734+sw.jpg,Subtle bronze,"Bought this with the bronzer mini in a duo (no longer available). Its pretty for a simple, everyday, sunkissed look",0,0,Recommends this product
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,sophiantonia,Rouge,Rookie,"['Eye Color Hazel', 'Hair color Blonde', 'Skin Tone Light', 'Skin Type Combination']",1 star,16 d ago,no,Color: Chili Mango,https://www.sephora.com/productimages/sku/s1925817+sw.jpg,Trash.,"So disappointing. I found this formula to be so dry and stiff it was near impossible to blend even onto bare skin. I tried fingers, brushes, sponges. Ended up giving it away.",0,0,
blush,FENTY BEAUTY BY RIHANNA,FENTY BEAUTY by Rihanna Match Stix Shimmer Skinstick,knightab,Insider,Rookie,"['Eye Color Green', 'Hair color Brunette', 'Skin Tone Fair', 'Skin Type Normal']",5 stars,17 d ago,no,Color: Starstruck,https://www.sephora.com/productimages/sku/s1925759+sw.jpg,My tried and true highlight,"My favorite highlight ever! I have fair skin, but I am confident that this shimmer color would look amazing on ANY skin tone! Whenever my pals and I go out they ask to borrow it too. A crowd favorite for sure. The formula is great and the pigment is out of this world.",0,0,Recommends this product
