product_name,product_link
Laura Mercier Paint Wash Liquid Lip Colour,https://www.sephora.com/product/paint-wash-liquid-lip-colour-P392431?icid2=products%20grid:p392431
TOM FORD Satin Matte Lip Color,https://www.sephora.com/product/satin-matte-P435852?icid2=products%20grid:p435852
rms beauty Wild With Desire Lipstick,https://www.sephora.com/product/wild-with-desire-lipstick-P426818?icid2=products%20grid:p426818
NARS Full Vinyl Lip Lacquer,https://www.sephora.com/product/orgasm-full-vinyl-lip-lacquer-P10246544?icid2=products%20grid:p10246544
Hourglass Confession™ Ultra Slim High Intensity Lipstick Refill,https://www.sephora.com/product/confession-ultra-slim-high-intensity-lipstick-refill-P420410?skuId=2303287&icid2=products%20grid:p420410
MAKE UP FOR EVER Artist Nude Creme Liquid Lipstick,https://www.sephora.com/product/artist-nude-creme-liquid-lipstick-P445728?icid2=products%20grid:p445728
Smashbox Be Legendary Liquid Lip,https://www.sephora.com/product/be-legendary-liquid-pigment-P416413?icid2=products%20grid:p416413
SEPHORA COLLECTION Cream Lip Stain Liquid Lipstick,https://www.sephora.com/product/cream-lip-stain-liquid-lipstick-P436320?skuId=1805647&icid2=products%20grid:p436320
tarte SEA Color Splash Seaglass Lipstick,https://www.sephora.com/product/sea-color-splash-seaglass-lipstick-P439660?icid2=products%20grid:p439660
surratt beauty Lipslique Lipstick,https://www.sephora.com/product/lipslique-P394178?icid2=products%20grid:p394178
STELLAR Stardust Lip Powder Palette,https://www.sephora.com/product/stardust-lip-powder-palette-P420405?icid2=products%20grid:p420405
FENTY BEAUTY by Rihanna Two Lil Mattemoiselles - Chill Owt Edition,https://www.sephora.com/product/two-lil-mattemoiselles-chill-owt-edition-P39753485?icid2=products%20grid:p39753485
TOM FORD Fucking Fabulous Lip Color,https://www.sephora.com/product/fucking-fabulous-lip-color-P438345?icid2=products%20grid:p438345
tarte SEA Pink Sands Color Splash Lipstick,https://www.sephora.com/product/sea-pink-sands-color-splash-lipstick-P443577?icid2=products%20grid:p443577
Black Up Matte Liquid Lipcolor,https://www.sephora.com/product/matte-liquid-lipcolor-P416363?icid2=products%20grid:p416363
stila Convertible Color,https://www.sephora.com/product/convertible-color-P8426?skuId=353508&icid2=products%20grid:p8426
Hourglass Opaque Rouge Liquid Lipstick,https://www.sephora.com/product/opaque-rouge-liquid-lipstick-P375384?skuId=1439397&icid2=products%20grid:p375384
Guerlain KissKiss Creamy Satin Finish Lipstick,https://www.sephora.com/product/kisskiss-creamy-satin-finish-lipstick-P388222?icid2=products%20grid:p388222
NUDESTIX Love is Louder Lip + Cheek Pencil,https://www.sephora.com/product/love-is-louder-lip-cheek-pencil-P407080?icid2=products%20grid:p407080
Givenchy Le Rouge Night Noir Lipstick,https://www.sephora.com/product/le-rouge-night-noir-lipstick-P448882?icid2=products%20grid:p448882
Too Faced Melted Matte-Tallic Liquified Metallic Matte Lipstick,https://www.sephora.com/product/melted-matte-tallic-liquified-metallic-matte-lipstick-P433210?icid2=products%20grid:p433210
NARS Audacious Lipstick Keepsake Set,https://www.sephora.com/product/audacious-lipstick-keepsake-set-P426840?icid2=products%20grid:p426840
Guerlain KissKiss Matte Lipstick,https://www.sephora.com/product/kisskiss-matte-P421798?icid2=products%20grid:p421798
Urban Decay Vice Lipstick - Born To Run Collection,https://www.sephora.com/product/vice-lipstick-born-to-run-collection-P432631?icid2=products%20grid:p432631
TOM FORD Lip Lacquer Luxe,https://www.sephora.com/product/lip-lacquer-luxe-P440969?icid2=products%20grid:p440969
Hourglass Femme Nude Lip Stylo,https://www.sephora.com/product/femme-nude-lip-stylo-P381207?icid2=products%20grid:p381207
Black Up Lip Lacquer,https://www.sephora.com/product/lip-lacquer-P400894?icid2=products%20grid:p400894
Ciaté London Liquid Velvet™ - Moisturizing Matte Liquid Lipstick,https://www.sephora.com/product/liquid-velvet-tm-moisturizing-matte-liquid-lipstick-P393859?icid2=products%20grid:p393859
lilah b. Divine Duo™ Lip & Cheek,https://www.sephora.com/product/divine-duo-lip-cheek-P421444?icid2=products%20grid:p421444
KEVYN AUCOIN The Expert Lip Color Lipstick,https://www.sephora.com/product/the-expert-lip-color-P407709?icid2=products%20grid:p407709
"Grande Cosmetics GrandeLIPSTICK Plumping Lipstick, Satin Finish",https://www.sephora.com/product/grandelips-satin-plumping-hydrating-lipstick-P446017?skuId=2200053&icid2=products%20grid:p446017
"FENTY BEAUTY by Rihanna Frost Bunny, Frost Hunny, Frost Money Frosted Metal Lipstick 3-pc Set",https://www.sephora.com/product/metallic-eye-lip-crayon-P78731877?icid2=products%20grid:p78731877
Kilian Le Rouge Parfum Scented Satin Lipstick,https://www.sephora.com/product/le-rouge-parfum-scented-lipstick-P451124?icid2=products%20grid:p451124
trèStiQue Prime + Color Lip Glaze,https://www.sephora.com/product/prime-color-lip-glaze-P431762?icid2=products%20grid:p431762
SEPHORA COLLECTION #Lipstories Pride,https://www.sephora.com/product/lipstores-pride-P443310?icid2=products%20grid:p443310
Bobbi Brown Luxe Liquid Lip High Shine,https://www.sephora.com/product/luxe-liquid-lip-P436846?icid2=products%20grid:p436846
INC.redible Listen Hard Girl Neon Lip Paint,https://www.sephora.com/product/neon-lip-paint-P431104?icid2=products%20grid:p431104
Natasha Denona Mark Your Liquid Lips Matte,https://www.sephora.com/product/mark-your-liquid-lips-P433899?icid2=products%20grid:p433899
Hourglass Confession Refillable Lipstick Set - Valentine's Day Limited Edition,https://www.sephora.com/product/hourglass-confession-ultra-slim-high-intensity-refillable-lipstick-duo-valentines-day-limited-edition-P455327?icid2=products%20grid:p455327
Natasha Denona Mark Your Liquid Lips Metallic,https://www.sephora.com/product/mark-your-liquid-lips-metallic-P445455?icid2=products%20grid:p445455
Aether Beauty Radiant Ruby Lip Crème,https://www.sephora.com/product/aether-beauty-radiant-ruby-lip-cr-me-P454769?skuId=2324978&icid2=products%20grid:p454769
Ciaté London Liquid Chrome,https://www.sephora.com/product/liquid-chrome-P422514?icid2=products%20grid:p422514
FENTY BEAUTY by Rihanna Mattemoiselle Trifecta Plush Matte Lipstick Set,https://www.sephora.com/product/fenty-beauty-rihanna-mattemoiselle-trifecta-plush-matte-lipstick-set-P455194?icid2=products%20grid:p455194
CLINIQUE Pop Liquid Matte Lip Colour + Primer,https://www.sephora.com/product/pop-liquid-matte-lip-colour-P411531?skuId=1860261&icid2=products%20grid:p411531
DOMINIQUE COSMETICS Berries & Cream Liquid Lipstick,https://www.sephora.com/product/liquid-lipstick-P439946?icid2=products%20grid:p439946
PAT McGRATH LABS MatteTrance™ Lipstick - Divine Rose Collection,https://www.sephora.com/product/pat-mcgrath-labs-mattetrance-lipstick-divine-rose-collection-P458775?icid2=products%20grid:p458775
FENTY BEAUTY by Rihanna Snow Daze & Snow Nights Frosted Metal Lipstick 3-pc Set,https://www.sephora.com/product/frosted-metal-lipstick-P09784333?icid2=products%20grid:p09784333
Ciaté London Pretty Stix Murumuru Butter Lipstick,https://www.sephora.com/product/pretty-stix-murumuru-butter-lipstick-P409067?skuId=1830314&icid2=products%20grid:p409067
Kiehl's Since 1851 Butterstick Lip Treatment,https://www.sephora.com/product/butterstick-lip-treatment-P422273?icid2=products%20grid:p422273
FENTY BEAUTY by Rihanna Slip Shine Sheer Shiny Lipstick,https://www.sephora.com/product/fenty-beauty-rihanna-slip-shine-sheer-shiny-lipstick-P67339785?icid2=products%20grid:p67339785
